Application Number,Authorization Number,File Number,Interim Licence Number,Authorization Status,Authorization Status Date,Authorization Holder,Authorization Issue Date,Authorization Effective Date,Authorization Expiry Date,Authorization Type,Allocation Purpose,Allocation Classification,Allocation Sub Classification,Allocation Specific Classification,Allocation Point Type,Allocation Status Date,Allocation Number,Allocation Type,Allocation Status,Allocation Priority Number,Allocation Water Body,Allocation Diversion Rate,Allocation Diversion Rate Units,Allocation Diversion Quantity (M3),Allocation Consumptive Use (M3),Allocation Losses (M3),Allocation Return Flow (M3),Allocation Centroid ATS,Allocation Production Interval Upper (M),Allocation Production Interval Lower (M),Allocation Production Well ID,Allocation Irrigable Area (HA),Allocation River Sub Basin Code,Allocation River Sub Basin,Allocation River Basin,Allocation Latitude,Allocation Longitude,Authorization Regulator,Legacy Authorization Number,AuthorizationNumber,PdfHyperlink,DocumentID,PdfFound,PdfSource,LastChecked
001 00505041,505041,00505041,00505041 00 00,Active,2024-10-05 00:00:00,Spartan Delta Corp.,2024-10-05 00:00:00,2024-10-05 00:00:00,2025-05-25 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-10-05 00:00:00,116668,,Active,,,,,,,,,SE-5-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.582759,-114.531563,Alberta Energy Regulator,,505041,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=505041,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:43
001 00505257,505257,00505257,00505257 00 00,Active,2024-10-15 00:00:00,Spartan Delta Corp.,2024-10-15 00:00:00,2024-10-15 00:00:00,2025-10-02 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-10-15 00:00:00,116931,,Active,,,,,,,,,SW-7-44-1-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.772844,-114.13547,Alberta Energy Regulator,,505257,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=505257,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:44
001 00506846,506846,00506846,00506846 00 00,Active,2025-01-13 00:00:00,Paramount Resources Ltd.,2025-01-13 00:00:00,2025-01-13 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-01-13 00:00:00,118782,,Active,,,,,,,,,NE-26-40-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.476453,-114.463499,Alberta Energy Regulator,,506846,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=506846,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:47
001 00507144,507144,00507144,00507144 00 00,Active,2025-01-23 00:00:00,Spartan Delta Corp.,2025-01-23 00:00:00,2025-01-23 00:00:00,2025-11-20 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-01-23 00:00:00,119178,,Active,,,,,,,,,NE-4-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.770083,-114.366053,Alberta Energy Regulator,,507144,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507144,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:48
001 00507144,507144,00507144,00507144 00 00,Active,2025-01-23 00:00:00,Spartan Delta Corp.,2025-01-23 00:00:00,2025-01-23 00:00:00,2025-11-20 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-01-23 00:00:00,119179,,Active,,,,,,,,,SW-23-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.626781,-114.472543,Alberta Energy Regulator,,507144,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507144,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:48
001 00507153,507153,00507153,00507153 00 00,Active,2025-01-23 00:00:00,Spartan Delta Corp.,2025-01-23 00:00:00,2025-01-23 00:00:00,2025-10-26 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-01-23 00:00:00,119201,,Active,,,,,,,,,NW-6-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.767317,-114.432925,Alberta Energy Regulator,,507153,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507153,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:49
001 00508111,508111,00508111,00508111 00 00,Active,2025-04-02 00:00:00,BAYTEX ENERGY LTD.,2025-04-02 00:00:00,2025-04-02 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-04-02 00:00:00,120413,,Active,,,,,,,,,SE-1-45-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.845787,-114.296081,Alberta Energy Regulator,,508111,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508111,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:56
001 00508222,508222,00508222,00508222 00 00,Active,2025-04-15 00:00:00,BAYTEX ENERGY LTD.,2025-04-15 00:00:00,2025-04-15 00:00:00,2025-10-01 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-04-15 00:00:00,120577,,Active,,,,,,,,,SE-1-45-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.848336,-114.300639,Alberta Energy Regulator,,508222,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508222,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:57
001 00508290,508290,00508290,00508290 00 00,Active,2025-04-16 00:00:00,Spartan Delta Corp.,2025-04-16 00:00:00,2025-04-16 00:00:00,2026-03-06 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-04-16 00:00:00,120662,,Active,,,,,,,,,SW-23-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.626531,-114.472263,Alberta Energy Regulator,,508290,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508290,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:58
,448882,,00448882 00 02,Active,2021-05-10 00:00:00,Spartan Delta Corp.,2019-08-21 00:00:00,2021-05-10 00:00:00,2029-08-20 00:00:00,Term Licence,Other Purpose Specified by the Director,Industrial,Upstream Oil & Gas,Oil & Gas Plant Processing/Oil Sands Upgrader/Plant Utility Water,Point of diversion,2021-05-10 00:00:00,352667,Groundwater,Active,2019-07-22-0001,Unnamed Aquifer - Unclassified,22.7,Cubic Metres Per Day,365.0,365.0,0.0,,SW-3-44-7-W5,70.1,76.2,1735955,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.760061,-114.938441,Alberta Energy Regulator,,448882,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=448882,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:31
001 00507430,507430,00507430,00507430 00 00,Active,2025-02-04 00:00:00,TAQA North Ltd.,2025-02-04 00:00:00,2025-02-04 00:00:00,2025-05-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-02-04 00:00:00,426267,Surface Water,Active,,Surface Runoff,0.08,Cubic Metres Per Second,2000.0,2000.0,0.0,,SW-3-43-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.67468,-114.501267,Alberta Energy Regulator,,507430,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507430,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:50
001 00508140,508140,00508140,00508140 00 00,Active,2025-04-01 00:00:00,Covee Energy Corporation,2025-04-01 00:00:00,2025-04-01 00:00:00,2025-07-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-04-01 00:00:00,427740,Surface Water,Active,,Unnamed Lake - Unclassified,0.1,Cubic Metres Per Second,20000.0,20000.0,0.0,,NW-11-38-6-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.260747,-114.758351,Alberta Energy Regulator,,508140,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508140,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:57
001 00502500,502500,00502500,00502500 00 00,Active,2024-08-15 00:00:00,Spartan Delta Corp.,2024-06-14 00:00:00,2024-06-14 00:00:00,2025-05-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-08-15 00:00:00,114118,,Active,,,,,,,,,SW-28-42-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.645786,-114.378237,Alberta Energy Regulator,,502500,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=502500,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:39
001 00502500,502500,00502500,00502500 00 00,Active,2024-08-15 00:00:00,Spartan Delta Corp.,2024-06-14 00:00:00,2024-06-14 00:00:00,2025-05-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-08-15 00:00:00,114122,,Active,,,,,,,,,SW-4-43-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.675434,-114.380903,Alberta Energy Regulator,,502500,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=502500,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:39
001 00503703,503703,00503703,00503703 00 00,Active,2024-07-15 00:00:00,Spartan Delta Corp.,2024-07-15 00:00:00,2024-07-15 00:00:00,2025-07-11 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-07-15 00:00:00,115108,,Active,,,,,,,,,NW-23-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.80866,-114.336448,Alberta Energy Regulator,,503703,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503703,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:41
001 00503770,503770,00503770,00503770 00 00,Active,2024-07-18 00:00:00,Spartan Delta Corp.,2024-07-18 00:00:00,2024-07-18 00:00:00,2025-07-15 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-07-18 00:00:00,115186,,Active,,,,,,,,,SE-22-44-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.801459,-114.494029,Alberta Energy Regulator,,503770,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503770,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:42
001 00503770,503770,00503770,00503770 00 00,Active,2024-07-18 00:00:00,Spartan Delta Corp.,2024-07-18 00:00:00,2024-07-18 00:00:00,2025-07-15 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-07-18 00:00:00,115194,,Active,,,,,,,,,SE-16-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.616745,-114.507185,Alberta Energy Regulator,,503770,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503770,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:42
001 00503881,503881,00503881,00503881 00 00,Active,2024-07-23 00:00:00,Spartan Delta Corp.,2024-07-23 00:00:00,2024-07-23 00:00:00,2025-07-18 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-07-23 00:00:00,115263,,Active,,,,,,,,,SW-4-43-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.675025,-114.380087,Alberta Energy Regulator,,503881,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503881,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:43
001 00505041,505041,00505041,00505041 00 00,Active,2024-10-05 00:00:00,Spartan Delta Corp.,2024-10-05 00:00:00,2024-10-05 00:00:00,2025-05-25 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-10-05 00:00:00,116663,,Active,,,,,,,,,SW-18-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.616735,-114.575424,Alberta Energy Regulator,,505041,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=505041,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:43
001 00507144,507144,00507144,00507144 00 00,Active,2025-01-23 00:00:00,Spartan Delta Corp.,2025-01-23 00:00:00,2025-01-23 00:00:00,2025-11-20 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-01-23 00:00:00,119172,,Active,,,,,,,,,NW-6-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.767393,-114.432922,Alberta Energy Regulator,,507144,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507144,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:48
001 00507430,507430,00507430,00507430 00 00,Active,2025-02-04 00:00:00,TAQA North Ltd.,2025-02-04 00:00:00,2025-02-04 00:00:00,2025-05-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-02-04 00:00:00,119566,,Active,,,,,,,,,NW-7-43-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.696786,-114.576613,Alberta Energy Regulator,,507430,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507430,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:50
001 00507977,507977,00507977,00507977 00 00,Active,2025-03-17 00:00:00,Spartan Delta Corp.,2025-03-17 00:00:00,2025-03-17 00:00:00,2025-06-20 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-03-17 00:00:00,120349,,Active,,,,,,,,,SE-15-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.791683,-114.348523,Alberta Energy Regulator,,507977,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507977,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:55
001 00508290,508290,00508290,00508290 00 00,Active,2025-04-16 00:00:00,Spartan Delta Corp.,2025-04-16 00:00:00,2025-04-16 00:00:00,2026-03-06 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-04-16 00:00:00,120661,,Active,,,,,,,,,SE-2-43-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.674651,-114.469999,Alberta Energy Regulator,,508290,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508290,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:58
001 00508296,508296,00508296,00508296 00 00,Active,2025-06-01 00:00:00,Spartan Delta Corp.,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-06-01 00:00:00,120683,,Active,,,,,,,,,SE-22-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.62676,-114.490824,Alberta Energy Regulator,,508296,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508296,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:58
001 00508296,508296,00508296,00508296 00 00,Active,2025-06-01 00:00:00,Spartan Delta Corp.,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-12-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-06-01 00:00:00,120686,,Active,,,,,,,,,NW-23-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.808584,-114.33828,Alberta Energy Regulator,,508296,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508296,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:58
001 00508640,508640,00508640,00508640 00 00,Active,2025-04-25 00:00:00,Lotus Creek Exploration Inc.,2025-04-25 00:00:00,2025-04-25 00:00:00,2025-11-30 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-04-25 00:00:00,120976,,Active,,,,,,,,,NW-32-41-5-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.575864,-114.688246,Alberta Energy Regulator,,508640,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508640,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:52:00
001 00509021,509021,00509021,00509021 00 00,Active,2025-05-19 00:00:00,Tourmaline Oil Corp.,2025-05-19 00:00:00,2025-05-19 00:00:00,2025-07-31 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-05-19 00:00:00,121560,,Active,,,,,,,,,SW-14-41-6-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.526515,-114.763942,Alberta Energy Regulator,,509021,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=509021,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:52:03
,33143,18188,00033143 00 03,Active,2021-01-07 00:00:00,Unknown Business Associate,1982-04-27 00:00:00,2021-01-07 00:00:00,,Water Resources Licence,Industrial,Industrial,Upstream Oil & Gas,Oil & Gas Plant Processing/Oil Sands Upgrader/Plant Utility Water,Point of diversion,2021-01-07 00:00:00,13488,Groundwater,Active,1964-10-19-0005,Unnamed Aquifer - Unclassified,32.7,Cubic Metres Per Day,8630.0,8630.0,0.0,,37-3-W5,12.1,48.7,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.2292,-114.3925,Alberta Energy Regulator,,33143,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=33143,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:21
,36512,00036512,00036512 00 02,Active,2005-11-17 00:00:00,Keyera Energy Ltd.,1983-10-18 00:00:00,2005-11-17 00:00:00,,Water Resources Licence,Industrial,Industrial,Upstream Oil & Gas,Oil & Gas Plant Processing/Oil Sands Upgrader/Plant Utility Water,Point of diversion,2005-11-17 00:00:00,17276,Groundwater,Active,1964-12-31-0014,Unnamed Aquifer - Unclassified,130.92,Cubic Metres Per Day,1230.0,1230.0,0.0,,40-3-W5,19.8,34.4,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.4633,-114.3427,Alberta Energy Regulator,,36512,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=36512,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:23
,265431,00265431,00265431 00 01,Active,2021-07-27 00:00:00,Inplay Oil Corp.,2010-03-26 00:00:00,2021-07-27 00:00:00,2035-03-25 00:00:00,Term Licence,Commercial,Industrial,Upstream Oil & Gas,Oil & Gas Plant Processing/Oil Sands Upgrader/Plant Utility Water,Point of diversion,2021-07-27 00:00:00,201647,Groundwater,Active,2010-01-11-0001,Unnamed Aquifer - Unclassified,65.4,Cubic Metres Per Day,365.0,365.0,0.0,,NW-16-40-5-W5,48.7,54.8,474857,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.447265,-114.667318,Alberta Energy Regulator,,265431,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=265431,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:17
,274683,00274683,00274683 00 03,Active,2021-02-22 00:00:00,I3 Energy Canada Ltd.,2010-09-08 00:00:00,2021-02-22 00:00:00,2035-09-07 00:00:00,Term Licence,Other Purpose Specified by the Director,Industrial,Upstream Oil & Gas,Oil & Gas Plant Processing/Oil Sands Upgrader/Plant Utility Water,Point of diversion,2021-02-22 00:00:00,205139,Groundwater,Active,2010-08-26-0001,Unnamed Aquifer - Unclassified,10.0,Cubic Metres Per Day,20.0,20.0,0.0,,NE-19-38-1-W5,27.4,54.8,352977,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.286788,-114.126931,Alberta Energy Regulator,,274683,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=274683,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:18
001 00505257,505257,00505257,00505257 00 00,Active,2024-10-15 00:00:00,Spartan Delta Corp.,2024-10-15 00:00:00,2024-10-15 00:00:00,2025-10-02 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2024-10-15 00:00:00,422127,Surface Water,Active,,Surface Runoff,0.15,Cubic Metres Per Second,2500.0,2500.0,0.0,,NW-35-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.667512,-114.472846,Alberta Energy Regulator,,505257,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=505257,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:44
001 00506370,506370,00506370,00506370 00 00,Active,2024-12-17 00:00:00,Parallax Energy Operating Inc.,2024-12-17 00:00:00,2024-12-17 00:00:00,2025-12-14 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2024-12-17 00:00:00,424680,Surface Water,Active,,Red Deer River,0.3,Cubic Metres Per Second,960000.0,960000.0,0.0,,SE-2-38-28-W4,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.237634,-113.888074,Alberta Energy Regulator,,506370,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=506370,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:44
001 00507148,507148,00507148,00507148 00 00,Active,2025-01-23 00:00:00,Entrada Resources Inc.,2025-01-23 00:00:00,2025-01-23 00:00:00,2025-05-30 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Drilling (Conventional & Vertical Fracturing),Point of diversion,2025-01-23 00:00:00,425832,Surface Water,Active,,Surface Runoff,0.05,Cubic Metres Per Second,2000.0,2000.0,0.0,,SE-2-41-6-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.500554,-114.748631,Alberta Energy Regulator,,507148,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507148,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:49
001 00507430,507430,00507430,00507430 00 00,Active,2025-02-04 00:00:00,TAQA North Ltd.,2025-02-04 00:00:00,2025-02-04 00:00:00,2025-05-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-02-04 00:00:00,426269,Surface Water,Active,,Surface Runoff,0.08,Cubic Metres Per Second,2000.0,2000.0,0.0,,SW-10-43-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.685904,-114.508413,Alberta Energy Regulator,,507430,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507430,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:50
001 00508290,508290,00508290,00508290 00 00,Active,2025-04-16 00:00:00,Spartan Delta Corp.,2025-04-16 00:00:00,2025-04-16 00:00:00,2026-03-06 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-04-16 00:00:00,427830,Surface Water,Active,,Medicine River,0.15,Cubic Metres Per Second,502000.0,502000.0,0.0,,NW-28-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.648971,-114.529411,Alberta Energy Regulator,,508290,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508290,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:58
001 00508290,508290,00508290,00508290 00 00,Active,2025-04-16 00:00:00,Spartan Delta Corp.,2025-04-16 00:00:00,2025-04-16 00:00:00,2026-03-06 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Multi-Stage Horizontal Hydraulic Fracturing (Drilling & Completions),Point of diversion,2025-04-16 00:00:00,427832,Surface Water,Active,,Medicine River,0.15,Cubic Metres Per Second,0.0,0.0,0.0,,NW-3-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.595431,-114.494438,Alberta Energy Regulator,,508290,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=508290,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:58
001 00509109,509109,00509109,00509109 00 00,Active,2025-05-16 00:00:00,BAYTEX ENERGY LTD.,2025-05-16 00:00:00,2025-05-16 00:00:00,2025-10-31 00:00:00,Temporary Diversion Licence,Commercial,Industrial,Upstream Oil & Gas,Upstream Hydrostatic Testing & Pipeline Construction & Operation,Point of diversion,2025-05-16 00:00:00,429776,Surface Water,Active,,Surface Runoff,0.05,Cubic Metres Per Second,3000.0,3000.0,0.0,,SW-2-45-2-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.844135,-114.188355,Alberta Energy Regulator,,509109,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=509109,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:52:04
001 00503378,503378,00503378,00503378 00 00,Active,2024-07-17 00:00:00,Paramount Resources Ltd.,2024-07-17 00:00:00,2024-07-17 00:00:00,2025-07-16 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-07-17 00:00:00,114940,,Active,,,,,,,,,NW-1-40-6-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.417236,-114.734777,Alberta Energy Regulator,,503378,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=503378,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:40
001 00505257,505257,00505257,00505257 00 00,Active,2024-10-15 00:00:00,Spartan Delta Corp.,2024-10-15 00:00:00,2024-10-15 00:00:00,2025-10-02 00:00:00,Temporary Diversion Licence,,,,,Point of use,2024-10-15 00:00:00,116934,,Active,,,,,,,,,NW-7-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.780783,-114.434584,Alberta Energy Regulator,,505257,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=505257,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:44
001 00507144,507144,00507144,00507144 00 00,Active,2025-01-23 00:00:00,Spartan Delta Corp.,2025-01-23 00:00:00,2025-01-23 00:00:00,2025-11-20 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-01-23 00:00:00,119174,,Active,,,,,,,,,NW-7-44-3-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.780747,-114.434578,Alberta Energy Regulator,,507144,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507144,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:48
001 00507153,507153,00507153,00507153 00 00,Active,2025-01-23 00:00:00,Spartan Delta Corp.,2025-01-23 00:00:00,2025-01-23 00:00:00,2025-10-26 00:00:00,Temporary Diversion Licence,,,,,Point of use,2025-01-23 00:00:00,119208,,Active,,,,,,,,,SW-23-42-4-W5,,,,,05CC,MEDICINE - BLINDMAN RIVERS,Red Deer River,52.626859,-114.472484,Alberta Energy Regulator,,507153,https://geospatial.alberta.ca/erv-water-act/?page=Water-Act&authorizationNumber=507153,,False,ERV fallback (direct PDF not found in HTML),2026-03-19 17:51:49
